x,y
44,73
29,73
26,76
23,78
30,69
27,60
14,84
12,95
22,55
19,68
35,69
30,75
10,61
8,63
1,53
9,47
9,44
35,70
37,71
44,68
45,67
38,73
50,76
38,74
29,59
33,55
31,77
94,97
27,71
18,95
20,81
4,59
30,80
54,75
20,80
63,63
64,62
55,78
64,89
29,64
8,46
15,40
7,61
8,82
5,77
6,76
39,83
48,71
47,80
52,79
63,89
18,81
45,69
52,50
16,80
91,41
14,40
29,80
24,72
16,61
20,85
15,63
21,82
37,94
5,49
1,46
39,41
9,75
6,82
32,66
29,88
23,97
26,90
26,90
37,58
33,77
10,82
28,58
28,55
28,70
26,78
31,78
36,82
23,22
22,34
9,96
51,82
67,94
71,97
68,94
69,98
85,50
23,60
23,63
