x,y
70,91
24,92
27,94
27,93
28,98
22,95
53,76
46,76
30,96
33,89
36,67
41,94
33,87
44,80
25,88
50,100
19,93
17,94
73,100
27,95
31,88
34,87
38,77
78,54
55,100
57,93
62,100
69,94
71,74
73,58
59,76
61,74
34,36
60,90
52,100
31,90
27,85
56,100
38,86
38,86
28,87
39,67
20,71
38,93
30,89
80,61
79,51
68,45
68,45
27,77
33,84
64,89
9,76
11,79
35,90
5,73
20,93
29,100
66,76
25,95
35,79
33,81
29,89
15,66
40,84
38,83
38,83
21,93
76,94
37,94
30,90
30,89
44,82
63,54
12,75
11,76
44,90
22,93
27,100
78,84
28,73
32,70
73,100
