x,y
2,72
51,100
54,96
62,94
67,100
95,80
82,84
41,90
56,94
75,96
41,89
44,95
65,86
35,79
32,68
30,51
31,100
54,88
43,95
42,100
95,77
56,73
35,90
36,89
20,61
23,60
23,60
59,72
68,81
80,95
73,90
75,93
45,90
78,88
78,71
77,72
2,87
36,68
64,100
39,91
44,90
59,88
59,64
58,87
68,92
36,77
75,81
91,94
3,73
29,92
31,97
9,71
34,95
33,76
9,65
11,57
24,70
28,70
35,82
91,85
56,95
67,92
46,92
45,94
36,95
30,77
65,97
24,82
29,89
30,85
34,87
60,97
64,97
41,62
60,96
97,84
78,100
68,94
97,96
56,80
57,83
72,92
91,76
