x,y
73,88
79,95
39,95
73,95
46,95
79,88
93,88
76,94
77,96
76,89
55,90
38,93
34,85
62,93
90,94
80,96
80,97
69,75
69,93
23,70
26,73
28,77
32,86
78,94
91,95
97,96
88,97
89,95
93,97
92,90
88,89
92,87
35,79
31,65
40,40
45,26
60,96
38,92
88,69
81,94
72,94
77,70
77,59
78,8
94,15
90,13
90,12
82,5
57,2
45,13
82,7
89,11
96,15
55,5
21,12
15,7
14,6
69,27
65,5
67,7
74,6
67,4
78,27
81,8
43,8
89,31
98,32
85,10
95,24
74,82
80,92
75,88
48,50
56,83
57,76
58,72
78,80
74,96
91,83
70,94
97,74
100,57
93,77
97,68
5,93
6,95
