x,y
9,52
4,61
26,81
27,22
20,74
19,76
15,84
24,51
26,52
28,63
25,64
27,62
20,44
36,18
5,56
0,70
28,56
5,61
4,61
47,40
43,39
35,46
29,65
35,58
26,67
49,89
44,81
45,27
45,40
47,56
46,75
41,72
41,70
32,64
31,71
29,68
28,69
25,59
27,61
28,72
29,79
28,69
45,58
47,74
34,70
30,82
38,46
62,54
56,36
53,34
46,33
47,59
57,62
52,61
45,57
28,32
19,65
7,56
9,64
26,59
15,66
10,47
46,66
45,70
42,69
35,71
32,54
32,63
30,69
32,68
32,72
22,80
13,77
5,61
45,61
39,60
36,67
29,67
3,58
33,65
30,65
32,80
62,36
36,40
11,82
36,48
25,77
18,71
13,81
41,95
41,95
37,71
42,84
18,51
30,56
47,60
29,92
23,54
19,67
15,66
30,60
30,67
48,53
54,37
52,65
4,59
32,85
32,85
54,59
28,37
11,49
46,93
53,38
