Match ID,Team,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating,AverageX,AverageY
12436465,Home,Kepa Arrizabalaga,G,13,188,Spain,781142400,False,35,24,7.2,Unknown,Unknown
12436465,Home,Adam Smith,D,15,180,England,672883200,False,26,20,6.5,Unknown,Unknown
12436465,Home,Illia Zabarnyi,D,27,189,Ukraine,1030838400,False,53,41,7,Unknown,Unknown
12436465,Home,Dean Huijsen,D,2,195,Spain,1113436800,False,65,49,6.9,Unknown,Unknown
12436465,Home,Miloš Kerkez,D,3,180,Hungary,1068163200,False,31,24,7,Unknown,Unknown
12436465,Home,Ryan Christie,M,10,178,Scotland,793411200,False,47,39,8.4,Unknown,Unknown
12436465,Home,Lewis Cook,M,4,175,England,854928000,False,48,35,7.4,Unknown,Unknown
12436465,Home,Antoine Semenyo,M,24,178,Ghana,947203200,False,21,15,7.1,Unknown,Unknown
12436465,Home,Justin Kluivert,M,19,171,Netherlands,925862400,False,26,20,6.8,Unknown,Unknown
12436465,Home,Dango Ouattara,F,11,177,Burkina Faso,1013385600,False,31,21,7.1,Unknown,Unknown
12436465,Home,Evanilson,F,9,181,Brazil,939168000,False,13,11,7.2,Unknown,Unknown
12436465,Home,Tyler Adams,M,12,175,USA,918950400,True,22,21,6,Unknown,Unknown
12436465,Home,David Brooks,F,7,173,Wales,868320000,True,9,6,6.5,Unknown,Unknown
12436465,Home,Philip Billing,M,15,193,Denmark,834451200,True,6,4,7,Unknown,Unknown
12436465,Home,Enes Ünal,F,26,185,Türkiye,863222400,True,3,1,7.4,Unknown,Unknown
12436465,Home,Mark Travers,G,32,191,Ireland,926985600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Home,James Hill,D,23,184,England,1010620800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Home,Max Aarons,D,19,178,England,946944000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Home,Maxwell Kinsey-Wellings,D,48,185,England,1107302400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Home,Ben Winterburn,M,47,Unknown,England,1094256000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Away,Łukasz Fabiański,G,1,190,Poland,482630400,False,35,15,8.2,Unknown,Unknown
12436465,Away,Vladimír Coufal,D,5,179,Czechia,714441600,False,31,18,7.5,Unknown,Unknown
12436465,Away,Konstantinos Mavropanos,D,15,194,Greece,881798400,False,51,40,7,Unknown,Unknown
12436465,Away,Max Kilman,D,26,192,England,864345600,False,43,34,7.6,Unknown,Unknown
12436465,Away,Aaron Wan-Bissaka,D,29,183,England,880502400,False,39,33,6.8,Unknown,Unknown
12436465,Away,Edson Álvarez,M,19,185,Mexico,877651200,False,42,32,6.8,Unknown,Unknown
12436465,Away,Lucas Paquetá,M,10,180,Brazil,872640000,False,37,27,7.4,Unknown,Unknown
12436465,Away,Tomáš Souček,M,28,192,Czechia,793843200,False,29,17,6.9,Unknown,Unknown
12436465,Away,Carlos Soler,M,4,180,Spain,852163200,False,33,29,6.9,Unknown,Unknown
12436465,Away,Mohammed Kudus,M,14,176,Ghana,965174400,False,31,26,7.1,Unknown,Unknown
12436465,Away,Jarrod Bowen,M,20,174,England,851040000,False,28,21,7.1,Unknown,Unknown
12436465,Away,Niclas Füllkrug,F,11,188,Germany,729216000,True,9,7,6.8,Unknown,Unknown
12436465,Away,Crysencio Summerville,M,7,174,Netherlands,1004400000,True,3,2,6.5,Unknown,Unknown
12436465,Away,Oliver Scarles,M,57,180,England,1134345600,True,9,4,6.2,Unknown,Unknown
12436465,Away,Kaelan Casey,D,6,185,England,1098921600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Away,Alphonse Aréola,G,23,195,France,730771200,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Away,Luis Guilherme,M,17,175,Brazil,1139443200,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Away,Andy Irving,M,39,186,Scotland,958176000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Away,Lewis Orford,M,8,182,England,1140220800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436465,Away,Danny Ings,F,18,178,England,711849600,True,Unknown,Unknown,Unknown,Unknown,Unknown
