x,y
22,77
27,77
17,55
22,64
28,76
25,67
32,87
45,91
39,46
47,69
55,61
40,62
36,65
28,77
43,78
5,54
47,82
35,84
23,51
8,67
22,65
42,53
46,63
26,63
15,61
27,72
8,55
44,79
44,60
47,69
47,66
38,78
25,66
26,92
33,57
5,57
12,74
11,76
39,57
69,71
73,97
20,89
22,84
89,68
24,73
24,73
28,64
44,65
56,67
64,88
63,90
56,64
58,86
44,75
10,70
22,68
36,68
61,82
31,41
36,64
68,78
32,65
41,57
8,73
18,77
33,70
33,73
36,76
36,76
51,78
43,70
29,82
36,61
75,47
44,67
30,64
42,65
38,71
35,75
35,75
37,72
31,65
26,69
32,64
26,44
26,44
54,81
27,58
43,71
47,45
19,72
27,74
30,52
33,44
37,61
46,74
15,70
25,68
