x,y
30,12
23,36
32,40
9,27
22,21
19,27
61,17
51,42
55,46
53,10
51,15
45,35
45,41
62,59
41,35
38,31
27,37
36,46
41,32
11,23
12,19
34,23
23,23
50,26
54,18
46,41
10,23
33,28
46,25
64,24
52,27
56,35
20,16
23,41
9,33
35,31
43,11
30,34
58,14
45,31
55,43
61,54
67,39
37,44
38,46
57,29
53,34
46,42
65,30
61,22
53,33
44,17
41,30
52,35
54,32
68,27
42,33
45,32
24,42
34,44
29,26
34,41
34,24
48,43
54,41
29,59
29,59
45,47
44,26
53,28
59,40
36,16
61,50
36,41
43,48
50,52
38,41
28,10
29,44
28,18
25,24
23,43
32,42
35,33
32,25
24,35
25,17
39,54
40,60
55,64
60,67
27,40
27,40
30,66
30,66
35,19
34,33
29,33
2,31
35,41
37,48
42,59
61,23
62,15
9,69
30,39
60,19
66,18
7,46
29,15
