x,y
62,89
69,84
78,81
9,87
15,87
15,87
12,85
58,92
34,100
37,100
84,89
77,86
66,93
64,91
81,92
77,88
70,91
18,90
11,84
11,84
43,59
57,19
42,100
87,75
86,75
21,88
39,62
37,38
38,38
75,89
41,93
63,91
60,88
59,86
68,49
71,56
99,0
90,7
38,90
7,94
25,93
23,93
19,91
90,76
52,92
64,90
52,95
51,94
28,37
67,97
59,76
58,72
57,78
61,95
72,97
70,90
67,75
88,90
35,80
55,30
71,28
39,92
39,100
36,95
69,91
32,96
52,84
58,72
58,69
68,95
40,86
41,84
38,78
85,70
68,94
65,71
96,69
54,77
32,86
54,70
90,55
85,86
37,73
12,88
12,87
