x,y
28,17
35,33
52,17
55,14
87,50
65,15
34,32
60,12
59,25
24,53
24,53
56,22
15,39
25,15
24,11
33,16
37,16
51,21
53,35
43,23
38,15
37,14
38,14
43,29
12,14
12,14
18,7
12,48
55,22
35,30
66,14
43,16
74,13
55,25
54,20
73,16
38,75
42,78
8,41
22,47
21,48
21,8
34,6
29,24
71,10
26,12
24,15
31,16
39,26
21,13
24,14
58,13
43,23
37,9
44,40
28,55
33,59
31,28
30,23
62,15
46,24
28,17
44,25
63,16
58,9
40,23
41,15
21,13
9,12
24,18
71,7
69,11
59,9
45,16
66,10
48,13
64,8
4,32
57,15
57,30
58,23
42,21
47,25
27,79
30,72
33,66
39,59
39,62
12,63
14,57
45,22
55,31
53,48
63,17
21,29
53,22
45,12
63,55
55,52
45,37
10,33
35,32
52,22
61,38
36,33
37,33
10,36
10,37
7,0
58,30
72,29
