x,y
61,12
47,23
70,70
44,67
25,34
28,50
32,47
34,61
38,28
37,65
56,65
22,38
39,65
53,68
61,55
24,30
40,36
35,51
44,32
46,88
54,87
29,65
41,72
19,46
67,80
30,57
27,36
38,33
80,40
73,30
65,81
76,76
68,30
80,70
31,23
41,10
33,43
56,86
28,65
57,63
69,29
33,17
43,16
45,10
35,34
38,64
68,67
42,33
37,41
40,15
44,17
43,30
44,48
43,46
32,50
40,59
54,45
66,25
64,10
55,49
59,9
52,5
53,66
7,41
10,41
68,73
54,5
29,5
29,17
36,57
56,70
67,26
57,23
24,64
21,54
42,65
44,66
55,63
34,22
6,69
6,69
6,69
57,30
65,20
59,34
62,41
58,30
60,75
65,73
79,60
11,10
22,35
15,13
28,25
28,25
29,69
