x,y
42,86
40,91
39,91
26,56
26,56
37,95
60,69
28,92
28,92
72,94
76,83
87,69
65,98
78,94
91,87
94,87
65,75
67,95
74,96
74,94
81,90
79,93
38,97
68,95
50,91
60,95
81,93
60,88
61,82
59,72
30,100
84,69
94,83
78,86
54,92
67,93
65,91
68,89
82,100
79,95
74,94
8,86
9,87
66,70
26,92
26,92
86,86
96,84
90,87
63,97
77,90
34,75
43,90
88,85
90,86
85,92
97,83
71,80
73,79
73,76
96,67
9,61
19,78
34,92
38,95
99,99
89,91
96,67
97,66
96,53
90,73
35,86
89,94
94,93
88,92
85,86
34,90
56,90
77,95
80,94
52,96
87,71
86,67
73,84
74,77
86,83
92,83
47,42
