x,y
44,15
26,19
23,38
33,41
10,14
60,35
12,53
8,45
7,47
20,37
7,59
6,56
5,55
45,11
45,34
43,41
36,39
22,18
25,45
54,21
54,16
41,18
13,48
7,35
24,34
52,33
34,36
35,37
30,18
10,49
15,24
38,5
8,67
19,15
16,24
36,12
65,9
47,44
19,24
42,27
30,72
29,70
58,22
61,32
55,34
77,68
73,63
33,20
31,21
37,11
25,22
44,81
27,60
54,30
60,35
47,34
9,65
38,43
57,46
26,7
36,21
33,28
21,12
26,25
31,34
42,25
39,47
82,26
85,18
99,40
53,10
33,52
31,48
30,62
87,33
14,25
78,52
12,34
31,29
29,25
55,23
58,24
60,19
48,50
65,30
60,17
58,8
56,9
60,7
29,43
38,77
41,68
38,77
72,61
