x,y
45,80
39,72
12,53
31,64
26,78
20,82
8,75
5,63
8,63
4,50
12,85
12,82
13,83
41,87
38,68
24,64
30,71
53,28
34,80
34,80
7,70
14,73
33,95
9,52
3,57
6,92
31,77
24,73
30,59
38,63
38,75
32,81
22,93
21,88
37,69
35,68
35,72
21,88
9,90
9,70
7,78
7,78
18,87
19,76
37,57
11,69
33,83
7,63
9,66
52,70
9,66
11,77
13,84
11,87
20,80
20,80
4,40
0,38
19,52
17,77
35,68
32,71
32,71
32,72
38,65
12,83
42,54
36,97
4,58
40,51
29,66
26,71
26,71
27,77
24,86
19,68
9,69
51,48
52,68
19,94
29,63
27,71
38,80
34,78
20,74
43,55
30,80
58,44
