x,y
69,89
80,70
66,73
73,87
62,72
77,34
83,96
68,74
54,9
65,84
64,85
94,51
72,74
32,37
35,35
40,77
45,74
63,77
70,83
67,89
75,40
53,90
59,92
69,56
71,68
78,51
78,51
88,86
73,71
68,77
70,47
62,100
64,87
69,34
38,18
38,12
44,72
65,91
65,91
67,97
70,64
68,43
69,23
73,23
98,80
73,65
65,28
46,42
67,89
76,73
68,81
72,76
39,35
36,53
39,75
39,74
60,75
99,99
88,18
97,30
44,92
90,42
88,41
85,47
47,91
37,73
69,67
99,99
87,87
67,56
69,52
29,66
32,31
41,86
43,67
81,63
75,64
34,72
33,71
86,93
70,58
39,31
39,30
62,28
24,41
32,55
61,25
60,13
