x,y
23,39
53,50
55,55
57,35
7,7
23,13
27,17
16,6
37,68
37,65
40,38
26,55
28,62
10,43
30,40
29,49
37,34
38,38
44,34
48,43
41,25
39,5
55,7
44,30
32,49
30,78
30,77
34,71
31,51
15,56
69,2
40,64
47,58
73,54
66,65
38,43
28,92
22,90
36,46
40,32
44,34
46,33
11,83
11,93
11,93
28,59
20,22
20,22
35,19
10,38
13,59
36,33
47,15
25,40
18,31
44,44
3,23
35,50
68,68
63,61
35,39
57,21
88,59
88,59
62,41
72,12
69,17
19,12
12,16
72,7
73,7
66,25
64,20
85,12
66,5
64,5
61,3
52,10
64,59
29,12
30,27
16,55
35,62
30,59
31,52
24,42
32,38
