x,y
13,12
39,13
42,15
33,32
40,18
28,6
31,31
44,13
31,25
69,15
63,35
66,13
36,14
34,11
22,88
43,12
78,14
39,15
48,48
64,23
75,9
88,15
66,0
66,9
59,14
56,11
44,0
40,14
99,0
40,29
36,27
11,34
21,29
30,30
62,7
65,16
53,13
46,7
64,27
59,29
58,27
56,38
62,43
48,55
39,56
99,0
36,2
36,2
47,9
54,15
42,30
42,30
62,23
67,67
63,44
44,47
24,20
69,69
9,33
39,7
17,15
10,26
9,6
16,0
15,24
26,20
27,32
38,33
55,9
41,32
72,27
68,5
68,5
66,5
14,32
7,59
27,15
19,32
32,28
34,15
34,40
35,24
69,64
61,63
60,32
61,41
66,60
64,13
45,68
71,79
